user_id,age,gender,education_level,employment_status,job_title,monthly_income_usd,monthly_expenses_usd,savings_usd,has_loan,loan_type,loan_amount_usd,loan_term_months,monthly_emi_usd,loan_interest_rate_pct,debt_to_income_ratio,credit_score,savings_to_income_ratio,region,record_date
U02153,59,Female,Bachelor,Employed,Teacher,3119.36,2363.42,95937.8,Yes,Car,351913.69,120,9212.16,29.75,2.95,587,2.56,Other,2023-07-29
U02061,60,Female,Master,Employed,Salesperson,2645.83,1493.84,197681.04,No,None,0.0,0,0.0,0.0,0.0,439,6.23,Europe,2023-04-19
U31143,49,Male,High School,Self-employed,Manager,4503.59,2909.23,486902.41,No,None,0.0,0,0.0,0.0,0.0,579,9.01,Other,2023-11-21
U13690,32,Male,Master,Student,Doctor,3089.63,2455.33,33746.7,No,None,0.0,0,0.0,0.0,0.0,354,0.91,Other,2022-06-22
U16379,37,Female,High School,Self-employed,Doctor,6493.39,5785.49,729835.18,No,None,0.0,0,0.0,0.0,0.0,696,9.37,Asia,2023-11-19
U16264,39,Male,Bachelor,Student,Salesperson,4198.39,2543.18,186075.69,Yes,Business,29280.99,360,592.89,24.28,0.14,648,3.69,Europe,2022-06-14
U27839,48,Male,Bachelor,Employed,Teacher,5102.86,2466.76,383437.14,Yes,Car,373319.36,360,6644.37,21.32,1.3,441,6.26,Europe,2025-03-13
U25330,52,Male,Bachelor,Employed,Engineer,3746.26,3225.91,194568.68,No,None,0.0,0,0.0,0.0,0.0,753,4.33,Africa,2024-12-30
U21546,29,Female,High School,Employed,Driver,1684.03,660.05,65233.03,Yes,Education,367028.8,180,6579.37,20.49,3.91,678,3.23,North America,2023-01-15
U29515,38,Male,Other,Employed,Salesperson,5080.12,3904.49,181251.46,Yes,Education,208254.66,180,2267.31,10.23,0.45,442,2.97,Other,2023-02-25
U26329,21,Female,High School,Employed,Teacher,3361.95,1311.31,70824.89,No,None,0.0,0,0.0,0.0,0.0,757,1.76,Europe,2021-12-19
U08794,26,Female,PhD,Unemployed,Teacher,8029.98,6694.56,441631.36,Yes,Business,192200.11,12,16977.1,10.89,2.11,437,4.58,Europe,2021-09-18
U30450,29,Male,Master,Self-employed,Driver,500.0,218.13,10878.71,Yes,Home,472366.75,24,21159.79,7.05,42.32,380,1.81,Europe,2022-10-08
U23190,19,Male,Bachelor,Self-employed,Accountant,4775.9,3293.38,252935.21,No,None,0.0,0,0.0,0.0,0.0,809,4.41,North America,2024-08-29
U00821,53,Male,Master,Student,Teacher,5283.42,4088.33,470066.09,No,None,0.0,0,0.0,0.0,0.0,797,7.41,Asia,2025-03-26
U27821,20,Female,Master,Self-employed,Engineer,3815.74,1255.92,292195.57,No,None,0.0,0,0.0,0.0,0.0,396,6.38,Asia,2022-12-14
U30851,19,Male,PhD,Student,Salesperson,4680.92,3322.03,420666.15,No,None,0.0,0,0.0,0.0,0.0,756,7.49,Asia,2025-03-15
U21953,61,Female,Bachelor,Employed,Salesperson,5030.83,1644.82,6962.83,No,None,0.0,0,0.0,0.0,0.0,580,0.12,Other,2023-07-19
U29633,63,Male,Master,Unemployed,Unemployed,500.0,364.11,43003.2,No,None,0.0,0,0.0,0.0,0.0,329,7.17,Other,2025-02-06
U01168,54,Male,High School,Employed,Salesperson,4865.7,3628.41,19077.32,No,None,0.0,0,0.0,0.0,0.0,671,0.33,North America,2023-02-10
U16652,55,Female,Master,Self-employed,Teacher,3124.48,1248.62,315713.54,No,None,0.0,0,0.0,0.0,0.0,421,8.42,Asia,2021-10-21
U04058,44,Female,PhD,Employed,Unemployed,5109.24,3982.8,123047.0,Yes,Car,36287.68,360,223.19,6.24,0.04,457,2.01,Other,2025-04-19
U11548,42,Male,Bachelor,Unemployed,Engineer,3623.04,2829.04,5871.44,Yes,Home,97843.6,120,1921.47,20.47,0.53,318,0.14,Africa,2022-09-24
U29908,36,Male,Bachelor,Employed,Teacher,3167.08,1530.7,145762.25,No,None,0.0,0,0.0,0.0,0.0,799,3.84,Other,2022-07-16
U21307,26,Male,Master,Employed,Unemployed,4039.71,3217.29,266280.95,No,None,0.0,0,0.0,0.0,0.0,417,5.49,Other,2022-09-15
U09167,50,Female,Bachelor,Unemployed,Accountant,6884.79,5807.1,18319.34,No,None,0.0,0,0.0,0.0,0.0,378,0.22,North America,2023-12-11
U17660,27,Male,Bachelor,Employed,Engineer,4368.69,2908.95,245168.04,No,None,0.0,0,0.0,0.0,0.0,426,4.68,Africa,2024-06-08
U06841,29,Male,Master,Self-employed,Teacher,7633.33,5599.88,245676.02,No,None,0.0,0,0.0,0.0,0.0,374,2.68,North America,2021-08-30
U30840,45,Other,Master,Employed,Doctor,5369.23,1774.97,386997.0,No,None,0.0,0,0.0,0.0,0.0,349,6.01,Asia,2023-12-04
U08371,44,Female,High School,Employed,Driver,1289.55,861.86,140007.77,Yes,Education,345823.02,12,32680.81,23.88,25.34,762,9.05,Asia,2024-07-03
U05711,55,Female,High School,Employed,Salesperson,4584.12,2273.84,448039.81,Yes,Home,307240.65,180,3944.11,13.28,0.86,324,8.14,Europe,2023-07-01
U26803,32,Female,High School,Employed,Teacher,6520.19,3591.44,473610.84,No,None,0.0,0,0.0,0.0,0.0,593,6.05,Europe,2025-02-16
U08050,46,Female,Bachelor,Employed,Salesperson,3165.52,1054.16,16494.56,No,None,0.0,0,0.0,0.0,0.0,552,0.43,Africa,2024-08-23
U23000,28,Other,Master,Employed,Driver,4548.23,1880.86,132520.44,Yes,Education,383081.19,240,3590.86,9.58,0.79,724,2.43,Africa,2023-11-25
U06894,31,Male,Master,Employed,Salesperson,2767.52,1608.21,64913.25,No,None,0.0,0,0.0,0.0,0.0,318,1.95,North America,2024-11-19
U12679,67,Male,Bachelor,Employed,Doctor,2610.19,2018.33,36575.45,No,None,0.0,0,0.0,0.0,0.0,751,1.17,North America,2025-04-29
U23159,57,Male,Other,Student,Teacher,3645.47,1241.91,118168.75,No,None,0.0,0,0.0,0.0,0.0,418,2.7,North America,2021-10-24
U06474,50,Male,High School,Employed,Unemployed,2826.55,1391.89,163015.47,Yes,Education,5509.64,60,145.6,19.88,0.05,808,4.81,Asia,2024-11-10
U21227,57,Male,Master,Employed,Driver,1809.77,1063.8,49904.92,No,None,0.0,0,0.0,0.0,0.0,813,2.3,North America,2022-04-02
U32410,18,Female,Master,Employed,Accountant,4114.65,2360.2,133911.66,No,None,0.0,0,0.0,0.0,0.0,823,2.71,Europe,2021-11-15
U26978,46,Male,Bachelor,Employed,Teacher,717.02,614.6,42410.18,No,None,0.0,0,0.0,0.0,0.0,307,4.93,Other,2023-11-06
U31763,46,Female,Master,Self-employed,Unemployed,6653.63,4050.21,744489.06,Yes,Home,214734.56,180,4129.67,22.23,0.62,463,9.32,Europe,2024-08-31
U14519,26,Female,Master,Unemployed,Salesperson,5202.34,3089.94,509200.81,Yes,Car,366490.53,240,3001.92,7.72,0.58,615,8.16,Other,2023-03-15
U01697,20,Female,Master,Self-employed,Manager,4518.96,3356.8,181159.01,No,None,0.0,0,0.0,0.0,0.0,585,3.34,Asia,2021-10-25
U12212,34,Female,High School,Employed,Doctor,7028.36,5376.19,162387.1,No,None,0.0,0,0.0,0.0,0.0,717,1.93,Other,2023-12-22
U05180,66,Female,Master,Employed,Salesperson,5285.63,2052.62,588167.89,Yes,Business,183711.53,360,2520.9,16.34,0.48,713,9.27,Asia,2024-09-08
U11924,25,Female,PhD,Self-employed,Manager,5150.25,2348.35,512204.91,Yes,Home,85878.82,12,7462.52,7.8,1.45,505,8.29,Europe,2022-12-16
U08835,51,Female,Master,Unemployed,Student,3525.04,2460.97,140813.78,No,None,0.0,0,0.0,0.0,0.0,524,3.33,Africa,2021-12-30
U08516,55,Female,Bachelor,Employed,Manager,1601.73,851.26,178385.62,No,None,0.0,0,0.0,0.0,0.0,430,9.28,Europe,2023-01-30
U05084,52,Male,Master,Employed,Salesperson,2589.48,2066.99,65791.59,Yes,Business,109000.27,300,1668.83,18.17,0.64,366,2.12,Asia,2024-11-13
U07254,18,Female,Master,Student,Manager,4751.43,4020.81,326838.46,No,None,0.0,0,0.0,0.0,0.0,772,5.73,Other,2022-11-08
U24758,63,Female,Master,Self-employed,Doctor,3303.24,1755.83,19099.16,Yes,Education,83781.84,24,3738.23,6.66,1.13,607,0.48,Asia,2023-03-20
U14640,34,Female,Bachelor,Self-employed,Manager,5532.59,3922.35,154303.26,No,None,0.0,0,0.0,0.0,0.0,333,2.32,Asia,2023-03-07
U07710,43,Other,PhD,Employed,Teacher,8560.29,6352.62,346402.32,No,None,0.0,0,0.0,0.0,0.0,336,3.37,Europe,2024-03-07
U31458,31,Female,Master,Unemployed,Student,5821.86,2804.36,254699.03,No,None,0.0,0,0.0,0.0,0.0,829,3.65,North America,2025-02-02
U29595,42,Male,High School,Employed,Manager,4255.15,1734.95,145138.59,No,None,0.0,0,0.0,0.0,0.0,338,2.84,Europe,2022-03-20
U25170,44,Female,Master,Student,Driver,9534.49,6982.37,391367.83,No,None,0.0,0,0.0,0.0,0.0,564,3.42,Other,2024-12-02
U03008,32,Male,Bachelor,Self-employed,Manager,4085.34,3242.93,445253.47,No,None,0.0,0,0.0,0.0,0.0,819,9.08,Other,2024-12-16
U11259,53,Female,High School,Employed,Accountant,2617.45,1774.54,203748.16,No,None,0.0,0,0.0,0.0,0.0,822,6.49,Asia,2023-09-15
U12903,44,Female,PhD,Student,Doctor,3304.85,1050.45,151425.69,No,None,0.0,0,0.0,0.0,0.0,533,3.82,Africa,2022-03-10
U13603,38,Male,Master,Employed,Salesperson,3125.98,2600.57,158656.35,Yes,Home,368326.31,120,8133.74,24.05,2.6,646,4.23,Other,2021-12-22
U03516,20,Male,Bachelor,Unemployed,Manager,5781.03,5125.87,437370.01,Yes,Business,444033.23,24,24415.33,28.19,4.22,361,6.3,Africa,2024-05-04
U12032,18,Female,Bachelor,Self-employed,Student,7475.37,5317.41,845996.52,Yes,Home,160745.97,180,2837.44,20.12,0.38,728,9.43,Other,2023-11-14
U18548,29,Female,High School,Employed,Unemployed,2781.62,1445.07,325821.87,No,None,0.0,0,0.0,0.0,0.0,386,9.76,Asia,2025-02-23
U10216,37,Male,Bachelor,Self-employed,Doctor,3330.99,1834.09,118685.12,No,None,0.0,0,0.0,0.0,0.0,800,2.97,Africa,2023-02-13
U04840,35,Male,Bachelor,Self-employed,Student,5453.77,4315.47,558399.22,No,None,0.0,0,0.0,0.0,0.0,745,8.53,Europe,2023-01-03
U27535,62,Female,Master,Employed,Doctor,2902.51,1862.62,346416.03,Yes,Business,255674.36,360,2900.39,13.36,1.0,780,9.95,Africa,2022-05-27
U03109,57,Male,Bachelor,Employed,Teacher,2517.06,1419.09,67029.35,No,None,0.0,0,0.0,0.0,0.0,494,2.22,Europe,2023-07-17
U11046,43,Female,PhD,Employed,Unemployed,646.88,414.49,14052.16,No,None,0.0,0,0.0,0.0,0.0,409,1.81,Asia,2023-08-27
U14695,62,Female,Master,Employed,Unemployed,3233.75,2436.74,346113.57,Yes,Education,8579.89,240,107.63,14.15,0.03,573,8.92,North America,2023-03-31
U09776,27,Female,Bachelor,Employed,Driver,4208.49,1487.46,353240.14,Yes,Home,214912.97,180,4402.01,23.87,1.05,541,6.99,Other,2023-11-16
U17515,49,Male,High School,Employed,Salesperson,1798.33,1195.2,140999.02,Yes,Home,186359.01,36,7194.49,22.8,4.0,444,6.53,Other,2022-08-11
U19389,27,Male,Master,Unemployed,Unemployed,5182.81,2799.58,16828.37,No,None,0.0,0,0.0,0.0,0.0,597,0.27,Other,2024-11-22
U24014,34,Male,High School,Student,Manager,3487.76,1079.99,138219.66,Yes,Education,271277.94,36,8822.31,10.54,2.53,539,3.3,Europe,2021-11-16
U12039,32,Male,High School,Self-employed,Salesperson,2520.76,1057.17,136858.64,No,None,0.0,0,0.0,0.0,0.0,346,4.52,Europe,2023-07-08
U31332,62,Female,PhD,Employed,Doctor,4941.25,3272.31,461546.68,Yes,Car,108580.35,360,793.7,7.96,0.16,404,7.78,Asia,2025-04-22
U30470,24,Male,Master,Employed,Student,3475.5,3069.0,122139.61,No,None,0.0,0,0.0,0.0,0.0,398,2.93,North America,2022-01-24
U05891,49,Female,Bachelor,Self-employed,Manager,4099.65,2257.74,359735.86,No,None,0.0,0,0.0,0.0,0.0,738,7.31,North America,2023-02-04
U22515,22,Female,Bachelor,Self-employed,Doctor,2934.89,1844.37,121730.17,No,None,0.0,0,0.0,0.0,0.0,684,3.46,Africa,2024-01-03
U28245,65,Male,Bachelor,Employed,Accountant,4967.65,4009.8,265956.93,No,None,0.0,0,0.0,0.0,0.0,650,4.46,North America,2025-02-10
U27153,54,Male,High School,Employed,Doctor,1534.87,949.75,51756.15,No,None,0.0,0,0.0,0.0,0.0,355,2.81,Asia,2023-03-04
U18884,26,Female,Bachelor,Employed,Manager,6378.94,2303.16,25174.81,No,None,0.0,0,0.0,0.0,0.0,782,0.33,Asia,2024-02-24
U03832,29,Female,High School,Employed,Salesperson,3221.16,2676.75,84779.19,Yes,Business,302948.27,60,5481.36,3.28,1.7,564,2.19,Other,2023-07-20
U32045,31,Female,PhD,Employed,Manager,1283.31,1147.85,128254.55,No,None,0.0,0,0.0,0.0,0.0,475,8.33,Europe,2021-07-23
U24684,26,Male,Bachelor,Employed,Unemployed,2981.46,2317.56,326859.25,No,None,0.0,0,0.0,0.0,0.0,745,9.14,Other,2024-04-12
U01905,33,Male,Master,Employed,Accountant,3325.36,2339.99,146872.28,No,None,0.0,0,0.0,0.0,0.0,742,3.68,Europe,2021-12-03
U23286,51,Female,High School,Employed,Accountant,3079.88,2171.96,326915.98,No,None,0.0,0,0.0,0.0,0.0,335,8.85,Asia,2024-08-08
U16190,40,Male,Master,Employed,Engineer,6201.13,4523.05,525861.36,Yes,Education,364805.19,60,7235.63,7.07,1.17,483,7.07,Asia,2022-09-07
U19634,32,Female,Master,Employed,Salesperson,3641.22,1280.8,191425.22,No,None,0.0,0,0.0,0.0,0.0,490,4.38,Europe,2023-12-27
U20467,60,Female,Bachelor,Employed,Engineer,500.0,181.58,23918.46,No,None,0.0,0,0.0,0.0,0.0,647,3.99,Asia,2022-03-28
U26984,28,Female,Master,Employed,Manager,4121.51,1753.85,45840.71,No,None,0.0,0,0.0,0.0,0.0,795,0.93,Africa,2021-11-04
U11435,40,Female,High School,Employed,Student,3148.38,1218.87,61536.78,No,None,0.0,0,0.0,0.0,0.0,847,1.63,Other,2023-08-16
U03625,46,Male,Master,Self-employed,Engineer,5374.96,1834.57,129755.44,No,None,0.0,0,0.0,0.0,0.0,761,2.01,North America,2022-02-14
U26012,47,Female,Master,Self-employed,Unemployed,578.17,487.83,35664.27,No,None,0.0,0,0.0,0.0,0.0,834,5.14,Asia,2023-04-26
U07128,34,Male,Bachelor,Employed,Manager,4427.59,1753.08,201736.67,No,None,0.0,0,0.0,0.0,0.0,401,3.8,Asia,2023-08-12
U25574,57,Female,Bachelor,Student,Engineer,6580.33,3505.2,775646.02,Yes,Education,322657.07,12,27807.03,6.25,4.23,464,9.82,Africa,2025-07-01
U22317,32,Female,PhD,Employed,Manager,5227.37,4213.38,181216.37,No,None,0.0,0,0.0,0.0,0.0,639,2.89,Europe,2023-03-16
U15412,46,Female,Bachelor,Employed,Driver,2800.56,1772.81,112144.73,No,None,0.0,0,0.0,0.0,0.0,335,3.34,Other,2023-02-01
U14939,55,Male,Master,Self-employed,Accountant,4639.07,2649.74,225882.48,No,None,0.0,0,0.0,0.0,0.0,611,4.06,North America,2023-07-05
U24586,27,Female,Bachelor,Self-employed,Salesperson,3784.19,2155.07,24134.83,No,None,0.0,0,0.0,0.0,0.0,693,0.53,Europe,2025-01-24
U13965,20,Male,High School,Employed,Student,4516.61,2793.52,33365.34,Yes,Education,394725.26,360,5041.62,15.16,1.12,427,0.62,North America,2023-11-30
U11254,54,Female,Bachelor,Employed,Salesperson,1999.24,788.25,18656.3,No,None,0.0,0,0.0,0.0,0.0,475,0.78,Asia,2022-04-19
U32137,23,Female,Bachelor,Self-employed,Teacher,2971.72,1446.46,79637.38,No,None,0.0,0,0.0,0.0,0.0,433,2.23,North America,2023-06-12
U04199,33,Female,High School,Student,Driver,2849.61,1776.67,141457.02,No,None,0.0,0,0.0,0.0,0.0,652,4.14,Asia,2023-02-08
U00398,35,Male,Master,Self-employed,Accountant,4736.32,3550.48,522129.53,Yes,Home,27861.43,300,147.83,4.05,0.03,312,9.19,Europe,2021-10-07
U31637,40,Male,High School,Unemployed,Salesperson,5767.08,2987.04,529905.57,No,None,0.0,0,0.0,0.0,0.0,745,7.66,Africa,2023-05-23
U24930,66,Female,PhD,Employed,Engineer,7197.45,5622.56,556232.58,Yes,Car,495836.88,12,46778.22,23.55,6.5,436,6.44,Africa,2023-01-21
U18701,30,Female,Master,Unemployed,Manager,5243.58,3024.67,150135.7,Yes,Education,439871.84,360,7828.87,21.32,1.49,834,2.39,North America,2024-05-03
U04701,34,Male,High School,Student,Accountant,3602.72,2803.99,196760.62,Yes,Education,331965.55,60,6000.46,3.24,1.67,739,4.55,Asia,2023-01-17
U30661,29,Female,High School,Employed,Salesperson,1567.78,1396.33,67818.96,Yes,Car,206605.61,240,4350.1,25.09,2.77,530,3.6,Africa,2024-11-11
U08631,28,Other,Bachelor,Employed,Student,3740.92,2816.43,98757.01,No,None,0.0,0,0.0,0.0,0.0,722,2.2,Asia,2025-02-03
U14097,33,Male,Master,Employed,Accountant,4699.37,2941.48,553788.67,No,None,0.0,0,0.0,0.0,0.0,723,9.82,Africa,2022-02-28
U04956,27,Female,PhD,Student,Doctor,7917.67,4638.2,765086.29,No,None,0.0,0,0.0,0.0,0.0,543,8.05,North America,2024-07-18
U07191,21,Female,Master,Employed,Driver,6780.32,3966.25,158651.21,No,None,0.0,0,0.0,0.0,0.0,599,1.95,Africa,2022-07-30
U03281,56,Female,High School,Self-employed,Accountant,4159.66,1985.05,100141.36,Yes,Business,333506.33,240,5796.85,20.5,1.39,346,2.01,Europe,2022-01-09
U29813,28,Female,High School,Unemployed,Engineer,3670.85,1658.66,164145.28,No,None,0.0,0,0.0,0.0,0.0,656,3.73,North America,2023-11-06
U14468,68,Male,High School,Student,Doctor,2732.5,1481.32,123114.61,Yes,Home,465124.51,360,6559.46,16.81,2.4,470,3.75,Europe,2023-07-10
U16033,24,Other,Bachelor,Employed,Teacher,2478.55,2145.14,151692.25,No,None,0.0,0,0.0,0.0,0.0,521,5.1,Europe,2023-07-23
U19936,46,Male,PhD,Employed,Salesperson,3322.25,2658.62,89887.93,No,None,0.0,0,0.0,0.0,0.0,549,2.25,Other,2025-06-19
U25907,44,Male,High School,Self-employed,Salesperson,6335.42,4020.77,146604.52,Yes,Car,244207.85,120,4928.53,21.28,0.78,429,1.93,Other,2021-08-04
U01232,67,Male,High School,Self-employed,Doctor,5442.54,2014.29,268057.37,Yes,Home,358640.09,300,5470.8,18.1,1.01,498,4.1,Asia,2024-08-01
U26523,60,Female,PhD,Employed,Unemployed,7260.97,2840.47,282390.56,No,None,0.0,0,0.0,0.0,0.0,789,3.24,Europe,2025-01-21
U28625,67,Male,Master,Employed,Accountant,4376.77,3412.81,186949.38,No,None,0.0,0,0.0,0.0,0.0,474,3.56,Africa,2024-05-09
U29975,45,Female,PhD,Employed,Engineer,4149.18,2606.98,458837.04,Yes,Home,293250.39,120,5468.43,18.97,1.32,605,9.22,Europe,2021-12-25
U07109,44,Male,Master,Student,Teacher,4851.58,1756.73,329244.14,No,None,0.0,0,0.0,0.0,0.0,702,5.66,Asia,2024-11-21
U22350,18,Female,Master,Self-employed,Student,1954.62,855.03,189572.2,No,None,0.0,0,0.0,0.0,0.0,367,8.08,Asia,2024-11-05
U13060,38,Male,High School,Self-employed,Doctor,6181.37,2190.94,463718.51,Yes,Education,16105.67,60,344.58,10.3,0.06,523,6.25,Europe,2023-09-28
U07982,21,Female,Bachelor,Employed,Student,3313.77,2367.04,177932.61,Yes,Car,443347.27,24,24697.6,29.6,7.45,347,4.47,Other,2022-06-06
U21171,44,Female,Bachelor,Self-employed,Doctor,5946.24,4233.32,46846.68,Yes,Car,7305.66,180,98.92,14.33,0.02,554,0.66,Europe,2022-10-21
U09253,61,Male,Bachelor,Student,Salesperson,3740.83,1220.32,328359.06,No,None,0.0,0,0.0,0.0,0.0,642,7.31,North America,2021-10-04
U19605,25,Male,High School,Employed,Teacher,2793.5,1349.85,191505.65,No,None,0.0,0,0.0,0.0,0.0,545,5.71,North America,2024-03-22
U08825,45,Female,High School,Employed,Doctor,5684.95,3417.2,626257.75,Yes,Home,480884.05,240,4305.01,8.93,0.76,747,9.18,Asia,2023-10-24
U26304,22,Male,Bachelor,Employed,Accountant,1026.22,310.53,82644.56,No,None,0.0,0,0.0,0.0,0.0,367,6.71,Europe,2023-07-15
U11351,34,Male,Bachelor,Unemployed,Manager,3549.85,2119.13,297369.08,Yes,Business,198794.37,12,18018.91,15.81,5.08,558,6.98,North America,2022-07-11
U24595,37,Male,Bachelor,Employed,Engineer,4833.66,4115.78,314947.76,No,None,0.0,0,0.0,0.0,0.0,724,5.43,Other,2024-10-07
U26649,45,Female,Bachelor,Unemployed,Salesperson,7373.34,3170.06,478644.63,No,None,0.0,0,0.0,0.0,0.0,516,5.41,Europe,2022-12-17
U04336,32,Male,Master,Employed,Driver,4242.76,2960.66,309212.82,Yes,Home,392750.98,36,15223.76,23.1,3.59,395,6.07,Africa,2021-08-14
U22007,26,Male,Other,Employed,Unemployed,1879.83,1464.17,66272.01,No,None,0.0,0,0.0,0.0,0.0,488,2.94,Asia,2023-06-07
U20784,47,Male,Bachelor,Employed,Unemployed,6200.5,3146.73,726248.45,No,None,0.0,0,0.0,0.0,0.0,688,9.76,Other,2023-04-14
U16043,32,Female,Master,Employed,Engineer,500.0,219.66,49472.37,No,None,0.0,0,0.0,0.0,0.0,444,8.25,Africa,2022-11-26
U10624,23,Male,Bachelor,Employed,Student,1713.34,580.37,134439.44,Yes,Education,408321.76,24,18556.81,8.48,10.83,410,6.54,Asia,2025-03-26
U25746,54,Female,Bachelor,Employed,Accountant,2621.74,1563.01,223951.03,Yes,Business,445605.38,12,38169.62,5.11,14.56,693,7.12,North America,2023-11-02
U17173,31,Male,Bachelor,Student,Accountant,6273.59,5045.92,240723.22,No,None,0.0,0,0.0,0.0,0.0,759,3.2,North America,2021-10-30
U06969,50,Female,High School,Unemployed,Unemployed,6159.47,3933.26,340673.15,No,None,0.0,0,0.0,0.0,0.0,467,4.61,Asia,2023-01-20
U30449,35,Female,Master,Employed,Student,3321.17,2645.79,226819.04,Yes,Car,61352.91,240,1481.98,28.89,0.45,621,5.69,North America,2022-05-28
U28941,22,Male,Bachelor,Unemployed,Student,2124.85,1675.72,189617.93,No,None,0.0,0,0.0,0.0,0.0,758,7.44,Europe,2023-10-03
U28105,69,Female,Bachelor,Employed,Doctor,5381.31,2367.2,224496.94,No,None,0.0,0,0.0,0.0,0.0,724,3.48,Africa,2024-12-01
U23896,23,Male,PhD,Employed,Engineer,7058.41,5226.61,598875.98,No,None,0.0,0,0.0,0.0,0.0,308,7.07,Africa,2025-05-01
U29636,36,Male,Bachelor,Employed,Accountant,5332.46,4708.67,181668.59,No,None,0.0,0,0.0,0.0,0.0,466,2.84,Europe,2022-04-19
U24999,53,Female,Master,Employed,Salesperson,500.0,311.77,14422.79,No,None,0.0,0,0.0,0.0,0.0,541,2.4,Europe,2025-02-17
U28479,20,Female,Bachelor,Employed,Student,3679.4,2117.18,76865.98,No,None,0.0,0,0.0,0.0,0.0,500,1.74,Europe,2024-07-18
U07909,63,Male,High School,Student,Unemployed,3185.02,2157.39,266297.8,Yes,Car,432494.12,36,16022.39,19.77,5.03,668,6.97,Asia,2025-05-13
U11076,53,Female,Bachelor,Employed,Teacher,7329.84,3341.03,234578.76,No,None,0.0,0,0.0,0.0,0.0,512,2.67,North America,2025-02-25
U26852,57,Other,Bachelor,Employed,Accountant,2820.43,2386.46,270035.24,No,None,0.0,0,0.0,0.0,0.0,306,7.98,Europe,2024-07-13
U30432,67,Female,Master,Employed,Salesperson,6588.59,3745.86,540790.62,No,None,0.0,0,0.0,0.0,0.0,735,6.84,North America,2022-09-13
U30945,60,Male,Other,Employed,Salesperson,7403.89,5879.14,795958.65,Yes,Education,136643.15,60,3592.89,19.64,0.49,449,8.96,Africa,2022-03-01
U13656,50,Female,Bachelor,Unemployed,Driver,3904.48,1201.91,217687.44,No,None,0.0,0,0.0,0.0,0.0,802,4.65,Asia,2022-01-24
U19621,64,Male,Master,Employed,Manager,4424.53,1923.36,143182.5,Yes,Education,267028.99,36,9376.09,15.91,2.12,568,2.7,North America,2023-12-08
U24339,62,Female,Other,Self-employed,Student,4775.97,2682.85,173213.8,Yes,Education,414257.95,24,17884.21,3.43,3.74,685,3.02,Europe,2023-12-06
U06258,64,Male,Master,Employed,Unemployed,7306.1,4430.9,533907.74,No,None,0.0,0,0.0,0.0,0.0,773,6.09,North America,2022-07-15
U25392,28,Male,High School,Employed,Salesperson,4470.5,3762.15,466630.05,Yes,Home,369135.59,120,5778.14,14.21,1.29,707,8.7,Other,2023-11-07
U08440,38,Female,High School,Unemployed,Unemployed,1763.76,1034.46,143533.41,No,None,0.0,0,0.0,0.0,0.0,830,6.78,North America,2025-05-01
U06797,34,Female,Bachelor,Employed,Driver,5878.68,1902.57,240216.78,Yes,Home,329829.1,12,29762.04,14.95,5.06,661,3.41,North America,2023-04-25
U18193,27,Other,Bachelor,Employed,Salesperson,5182.99,1769.05,404821.85,No,None,0.0,0,0.0,0.0,0.0,581,6.51,North America,2022-06-07
U13087,36,Female,High School,Self-employed,Salesperson,3032.5,1391.92,134090.03,Yes,Car,453852.4,120,7887.85,17.0,2.6,635,3.68,Europe,2022-08-26
U20024,60,Male,Master,Self-employed,Doctor,3633.97,2090.54,183585.72,Yes,Home,336765.33,240,5075.85,17.53,1.4,846,4.21,Europe,2024-12-08
U01242,19,Female,Master,Employed,Salesperson,3870.26,1878.44,213621.08,No,None,0.0,0,0.0,0.0,0.0,578,4.6,Asia,2022-08-23
U07409,18,Female,Master,Employed,Teacher,7628.17,4100.46,514036.5,No,None,0.0,0,0.0,0.0,0.0,659,5.62,Africa,2022-03-02
U21218,64,Female,Bachelor,Employed,Accountant,2106.93,1341.47,51518.11,Yes,Business,131445.22,24,6117.84,10.86,2.9,672,2.04,Africa,2025-05-10
U07851,45,Male,Master,Student,Driver,2515.59,1266.66,170014.1,Yes,Home,270394.39,360,3559.94,15.65,1.42,511,5.63,Other,2024-08-22
U00683,21,Female,Master,Employed,Driver,4115.27,2984.43,60886.46,Yes,Car,161146.78,360,1357.36,9.52,0.33,431,1.23,Asia,2024-05-07
U27522,57,Male,Master,Self-employed,Salesperson,5948.82,1851.3,90212.68,No,None,0.0,0,0.0,0.0,0.0,356,1.26,North America,2024-10-06
U24770,67,Female,Bachelor,Employed,Doctor,1118.59,719.08,62617.77,Yes,Education,370146.81,60,6947.88,4.78,6.21,412,4.66,Other,2022-12-06
U25857,46,Female,High School,Self-employed,Doctor,882.2,277.46,77160.78,Yes,Business,37747.13,60,803.69,10.09,0.91,822,7.29,North America,2023-12-06
U09637,50,Female,Bachelor,Employed,Teacher,4527.55,3247.21,334926.86,Yes,Business,66119.3,240,1612.85,29.18,0.36,825,6.16,Europe,2021-09-27
U21986,32,Female,Bachelor,Employed,Doctor,2060.83,1517.27,90586.77,No,None,0.0,0,0.0,0.0,0.0,512,3.66,North America,2023-11-24
U00087,21,Female,Bachelor,Self-employed,Teacher,5426.8,4228.94,649884.11,Yes,Home,45183.16,120,755.47,15.95,0.14,571,9.98,Africa,2021-09-27
U31184,34,Male,Master,Employed,Engineer,1242.2,422.46,7500.41,No,None,0.0,0,0.0,0.0,0.0,322,0.5,Africa,2024-02-25
